species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
Alnus_Cordata,0.013672,0.009766,0.072266,0.009766,0.029297,0.001953,0.0625,0,0.005859,0.042969,0,0.007812,0.005859,0,0.019531,0,0.013672,0.005859,0,0.023438,0.003906,0,0,0.001953,0.003906,0.029297,0,0.042969,0.015625,0.044922,0.009766,0.001953,0.025391,0.001953,0.007812,0.005859,0.029297,0.060547,0.029297,0.023438,0.001953,0.003906,0.007812,0.033203,0.009766,0.021484,0.017578,0.013672,0.001953,0.009766,0.005859,0.001953,0.072266,0.013672,0.060547,0,0.015625,0.001953,0.017578,0.009766,0,0.001953,0.015625,0,0.0009215,0.00086638,0.00085967,0.00084622,0.00082591,0.0007916,0.00075044,0.00071124,0.00067816,0.00065397,0.0006266,0.00060735,0.00059086,0.00058335,0.00057501,0.00056884,0.00056529,0.00057434,0.00058246,0.0005904,0.00060777,0.00063126,0.00066775,0.00069642,0.00072884,0.00076929,0.00081826,0.000869,0.00092784,0.0009996,0.0010701,0.0011418,0.0011317,0.00106,0.00098812,0.00091389,0.00085702,0.00085378,0.00080544,0.00076907,0.00073192,0.00069485,0.0006568,0.00063555,0.00060649,0.00059178,0.00058407,0.00056994,0.00055762,0.00056225,0.00056588,0.00057518,0.00058674,0.00060381,0.00063093,0.00065836,0.00068811,0.00072065,0.00076019,0.00079347,0.00082748,0.0008522,0.00086883,0.00087858,0.006836,0.007812,0.016602,0.007812,0.014648,0,0.005859,0.013672,0.001953,0.009766,0.020508,0,0.003906,0.00293,0,0.000977,0.000977,0.000977,0.005859,0.009766,0,0.020508,0.022461,0.03125,0.026367,0.000977,0.09082,0.000977,0.03418,0.013672,0.044922,0.009766,0.000977,0.030273,0.013672,0,0,0.009766,0.021484,0.009766,0.012695,0.000977,0.040039,0.11328,0.020508,0.035156,0.032227,0.011719,0.015625,0.004883,0.004883,0.036133,0.013672,0.006836,0.047852,0,0.003906,0.006836,0.030273,0,0,0.003906,0.001953,0.043945
Alnus_Maximowiczii,0,0,0.001953,0.007812,0.074219,0,0,0,0.003906,0,0,0.015625,0,0.019531,0.015625,0,0,0.001953,0.005859,0,0.050781,0.013672,0.007812,0.003906,0.054688,0.003906,0.019531,0.029297,0.001953,0.003906,0.085938,0.12695,0,0,0,0,0,0.048828,0.021484,0.021484,0.035156,0.003906,0,0.007812,0,0.039062,0.052734,0.011719,0.068359,0.007812,0,0.001953,0.015625,0.046875,0,0.011719,0.001953,0.001953,0.015625,0.015625,0.005859,0.005859,0.005859,0.003906,0.00099644,0.00093503,0.00087316,0.00081349,0.00075928,0.00070539,0.00065089,0.00059576,0.00054249,0.00049017,0.00043944,0.00039233,0.00034366,0.00029858,0.00026525,0.00024173,0.00023099,0.00023469,0.00025285,0.00028612,0.00032845,0.0003768,0.00043006,0.00048341,0.00053702,0.00059449,0.00065325,0.0007123,0.0007719,0.00083228,0.00089351,0.00095673,0.00096855,0.00090688,0.00084814,0.00079013,0.00073312,0.00067685,0.00062182,0.00056648,0.00051329,0.00046226,0.00041099,0.00036493,0.00032305,0.00028897,0.00026573,0.00025181,0.00025292,0.00027103,0.00029768,0.00033254,0.00037198,0.00041377,0.00046094,0.00050953,0.00056038,0.00061289,0.00066829,0.00072607,0.00077701,0.00083836,0.00090143,0.00096424,0.000977,0.000977,0.001953,0.03418,0,0.000977,0.005859,0.009766,0.011719,0.010742,0.056641,0,0.001953,0.039062,0.081055,0,0,0.001953,0.032227,0.004883,0,0.013672,0.003906,0.041992,0.010742,0.082031,0.009766,0.001953,0.008789,0.011719,0.003906,0,0.033203,0.004883,0.000977,0,0.055664,0.007812,0.013672,0.012695,0.004883,0,0.03125,0,0.004883,0.003906,0.033203,0,0.013672,0.017578,0.03125,0.004883,0.050781,0.009766,0,0,0.000977,0.021484,0.014648,0.037109,0,0.10059,0.001953,0.004883
Alnus_Rubra,0,0.011719,0.009766,0.015625,0.021484,0.005859,0.015625,0.003906,0,0.005859,0.009766,0.03125,0.001953,0.009766,0.027344,0,0.007812,0,0.003906,0.001953,0.041016,0.019531,0,0.050781,0.019531,0.009766,0.007812,0.019531,0.003906,0.015625,0.021484,0.005859,0.007812,0.003906,0,0.005859,0.005859,0.023438,0.03125,0.027344,0.005859,0.007812,0.10742,0.017578,0,0.023438,0.044922,0.060547,0.009766,0.074219,0.007812,0.005859,0.019531,0.003906,0.03125,0.027344,0.001953,0.003906,0.005859,0.015625,0.001953,0.005859,0.013672,0,0.00084152,0.00083509,0.00077991,0.000723,0.00066158,0.00060344,0.00054398,0.000491,0.00044517,0.00041325,0.00041584,0.00045722,0.00053118,0.00060654,0.00063612,0.00056137,0.00048465,0.00041685,0.0003802,0.00039724,0.00044064,0.00049551,0.00055839,0.00062551,0.00069693,0.00076466,0.00082824,0.00088299,0.00086405,0.00084474,0.00079267,0.00077589,0.00072654,0.0007279,0.00071099,0.00064688,0.00057694,0.00053912,0.00052239,0.00055224,0.00055998,0.00051892,0.00051404,0.00047414,0.00039503,0.00031951,0.00034156,0.00041627,0.0004743,0.0004885,0.00048321,0.00050882,0.00053411,0.00055186,0.00056042,0.00056443,0.00061075,0.00066988,0.00067957,0.00070584,0.00071977,0.00078615,0.00079713,0.00080933,0.005859,0.000977,0.004883,0.019531,0.050781,0,0.025391,0.008789,0.010742,0.000977,0.10059,0.000977,0,0.019531,0,0,0.001953,0,0.039062,0.003906,0,0.03418,0.00293,0,0,0.041016,0.006836,0.003906,0.010742,0.003906,0.022461,0.006836,0,0.02832,0.003906,0,0,0.061523,0.017578,0.004883,0,0,0.014648,0.019531,0.003906,0.064453,0.020508,0.048828,0.005859,0.013672,0.039062,0.000977,0.010742,0.053711,0.041016,0.004883,0.00293,0.003906,0.008789,0,0,0.09082,0,0.008789
Alnus_Sieboldiana,0.005859,0.007812,0.033203,0.003906,0.011719,0.033203,0.007812,0,0.005859,0.009766,0.007812,0.019531,0.005859,0.03125,0.033203,0,0.001953,0.005859,0.003906,0.007812,0.048828,0.037109,0,0.003906,0.023438,0.027344,0.042969,0.005859,0.005859,0.009766,0.019531,0.044922,0.005859,0,0.003906,0.001953,0.021484,0.058594,0.035156,0.015625,0.007812,0,0.015625,0.017578,0.005859,0.013672,0.052734,0.025391,0.046875,0.013672,0.003906,0.007812,0.013672,0.017578,0.003906,0.009766,0.011719,0.003906,0.009766,0,0.005859,0.027344,0.011719,0.025391,0.00098475,0.00091926,0.00086007,0.00081742,0.0007731,0.0007269,0.00068516,0.00064197,0.0006056,0.00056706,0.00053241,0.00050341,0.00048162,0.00046527,0.00045973,0.00045536,0.00046443,0.00047737,0.00049848,0.00051954,0.00054499,0.00057737,0.00061834,0.00066085,0.00070971,0.00076236,0.00082296,0.00088501,0.00095128,0.0010231,0.0010923,0.0011643,0.0011836,0.0011153,0.0010473,0.00097784,0.00091385,0.00085255,0.00079147,0.00073678,0.00068214,0.0006351,0.00058951,0.00055115,0.00051579,0.00049624,0.00048027,0.00047053,0.00046805,0.00046961,0.00047841,0.00049449,0.00050738,0.00052559,0.00055113,0.00058217,0.00061471,0.00065379,0.0006946,0.00073609,0.000784,0.00083107,0.0008943,0.00096207,0,0,0,0.005859,0,0,0.000977,0,0,0,0.053711,0,0.00293,0.005859,0.097656,0.016602,0,0,0.001953,0.001953,0,0.024414,0,0,0,0.010742,0,0,0.008789,0.003906,0.001953,0.03418,0.001953,0,0.000977,0,0.000977,0,0.000977,0.00293,0,0.008789,0.000977,0,0,0,0.004883,0,0.019531,0.005859,0.39063,0.015625,0.014648,0.001953,0,0.19238,0.000977,0.025391,0.000977,0.004883,0,0.025391,0.007812,0
Alnus_Viridis,0.001953,0.001953,0.009766,0.001953,0.027344,0,0.005859,0.003906,0,0.007812,0,0.052734,0,0.019531,0.021484,0,0.001953,0,0.023438,0,0.035156,0.027344,0,0.017578,0.082031,0.007812,0.017578,0.007812,0,0.005859,0.078125,0.089844,0.001953,0.003906,0.001953,0,0,0.037109,0.011719,0.011719,0.042969,0,0.013672,0.015625,0,0.025391,0.072266,0.025391,0.046875,0.041016,0,0,0.011719,0.054688,0,0.011719,0.001953,0,0,0.005859,0.003906,0.009766,0,0,0.00073281,0.00068147,0.00068129,0.00067899,0.00067348,0.00067442,0.00068041,0.00067905,0.00066945,0.00068143,0.00067641,0.00065861,0.00064607,0.00063056,0.00062155,0.00061466,0.00059006,0.00057633,0.00057229,0.00056769,0.00056544,0.00057232,0.00058355,0.00061659,0.00065661,0.00069885,0.00075024,0.00080664,0.00087484,0.00094603,0.0010214,0.0010939,0.0010667,0.00099729,0.00092326,0.0008541,0.00078655,0.00072085,0.0006673,0.00062717,0.00059674,0.00058593,0.0005663,0.00055289,0.00055812,0.00055565,0.00057192,0.0005879,0.00060572,0.0006157,0.00063345,0.00065834,0.00066818,0.00066441,0.00067561,0.00069472,0.00069202,0.00068811,0.00068686,0.00069346,0.00069652,0.00069198,0.00076773,0.00080875,0.004883,0.001953,0.001953,0.032227,0.001953,0,0.001953,0.000977,0.000977,0.014648,0.03418,0,0.003906,0.012695,0.030273,0,0,0.001953,0.026367,0.008789,0,0.068359,0.000977,0.006836,0.009766,0.033203,0.004883,0,0.020508,0.00293,0.001953,0.085938,0.040039,0,0.00293,0.004883,0.03125,0.000977,0.018555,0.020508,0.008789,0.005859,0.012695,0,0.00293,0,0.017578,0,0.015625,0.03418,0.075195,0.001953,0.026367,0.011719,0,0.094727,0.001953,0.043945,0.027344,0.029297,0,0.03125,0.006836,0.017578
Arundinaria_Simonii,0.001953,0.080078,0,0.023438,0,0,0,0.005859,0.005859,0.001953,0.083984,0,0.33008,0.001953,0,0,0.003906,0.14453,0.011719,0.001953,0,0,0,0,0.001953,0,0,0,0.037109,0,0,0,0,0,0,0,0.003906,0,0.001953,0,0,0.019531,0,0,0.083984,0,0,0,0,0,0.056641,0,0,0,0,0,0.001953,0.037109,0.021484,0.013672,0.001953,0,0.019531,0.001953,0.00092366,0.00086312,0.00079147,0.00072152,0.00070058,0.00067602,0.00063798,0.00059217,0.00055169,0.00050748,0.00048342,0.00043605,0.00039498,0.00038288,0.00034295,0.00035773,0.0003667,0.00033812,0.00038129,0.00042507,0.00039454,0.00044868,0.0005118,0.00056883,0.00053865,0.00058699,0.00064423,0.00065287,0.00071918,0.00076172,0.00082535,0.00084912,0.00080137,0.00080091,0.00073425,0.00073148,0.00066781,0.00060892,0.00060249,0.0005811,0.00052354,0.00048852,0.00050389,0.00044976,0.00039975,0.00042617,0.00040393,0.00037125,0.00033739,0.00034551,0.00037412,0.00038967,0.00040853,0.00043448,0.00047419,0.00052251,0.00056554,0.00061018,0.00065546,0.00069842,0.00072336,0.00073732,0.00077977,0.00085543,0.016602,0,0.00293,0.010742,0.10938,0,0.024414,0.025391,0,0.025391,0.004883,0.050781,0,0,0.016602,0,0,0,0.011719,0.004883,0,0.000977,0,0,0,0.009766,0.02832,0.025391,0,0,0.00293,0.000977,0.041992,0.073242,0,0,0.051758,0.036133,0.035156,0.004883,0.017578,0,0.013672,0.023438,0.000977,0.016602,0.022461,0.025391,0,0,0.055664,0,0.006836,0.005859,0.068359,0.032227,0.00293,0,0.00293,0.083984,0,0.004883,0,0.000977
Betula_Austrosinensis,0,0,0.011719,0.009766,0.0625,0,0.023438,0.005859,0.007812,0.005859,0,0.009766,0,0.003906,0.025391,0,0.011719,0.001953,0.023438,0.005859,0,0.009766,0,0.003906,0.007812,0.046875,0.025391,0.029297,0.001953,0.033203,0.044922,0.085938,0.003906,0.001953,0,0,0.013672,0.017578,0.023438,0.013672,0.072266,0.007812,0,0.035156,0,0.033203,0.013672,0.007812,0.054688,0.003906,0,0.001953,0.080078,0.033203,0.027344,0.001953,0.005859,0.005859,0.007812,0.023438,0.001953,0.003906,0.005859,0,0.00064847,0.00065872,0.00067016,0.00070036,0.00072679,0.00075735,0.00079161,0.00081996,0.00085631,0.00087085,0.00086631,0.0008546,0.00088793,0.00096488,0.0010023,0.00093246,0.00086087,0.00086685,0.0008733,0.00085162,0.00081533,0.00078108,0.00074487,0.00071247,0.00068725,0.00065989,0.0006448,0.00062337,0.00059895,0.00059477,0.00058542,0.00058361,0.00060538,0.00062092,0.00064391,0.00067784,0.00070497,0.0007348,0.00076799,0.00080763,0.00083925,0.00087522,0.00088911,0.0009056,0.00092106,0.0008963,0.0008823,0.00085987,0.00082177,0.00084522,0.00079869,0.00077186,0.000777,0.00072443,0.00071848,0.00065316,0.00061231,0.00063481,0.00062065,0.00060019,0.0006244,0.00062453,0.00061947,0.00062219,0.006836,0,0.004883,0.00293,0.084961,0.003906,0.035156,0.02832,0.003906,0,0.10547,0.011719,0.001953,0.030273,0,0,0,0,0.017578,0.004883,0,0.02832,0.00293,0.000977,0,0.010742,0,0,0.008789,0.006836,0.030273,0.03125,0,0.019531,0.007812,0,0,0.037109,0.001953,0.00293,0,0,0.001953,0,0,0.030273,0.038086,0.0625,0.019531,0.010742,0.12109,0.004883,0.003906,0.061523,0.03418,0.001953,0.003906,0.004883,0.016602,0,0,0.049805,0,0.001953
Betula_Pendula,0.001953,0,0.033203,0.003906,0.019531,0.003906,0.009766,0.007812,0.011719,0.013672,0,0.029297,0.011719,0.019531,0.019531,0,0.003906,0.013672,0,0.011719,0.064453,0.011719,0,0,0.03125,0.013672,0.005859,0.013672,0.019531,0.019531,0.023438,0.011719,0.009766,0,0.007812,0,0.013672,0.058594,0.019531,0.017578,0.005859,0.003906,0.042969,0.013672,0.023438,0.013672,0.085938,0.054688,0.007812,0.052734,0,0,0.005859,0.017578,0.007812,0.017578,0.013672,0.007812,0.019531,0.005859,0,0.003906,0.03125,0.007812,0.00074696,0.00068074,0.00064531,0.00062433,0.00055569,0.00048192,0.00050869,0.00048561,0.0004242,0.00035069,0.0002802,0.00030626,0.00029779,0.00026029,0.00022133,0.0002255,0.00028064,0.00029091,0.00030906,0.00034855,0.00040456,0.00045207,0.00050101,0.0005571,0.00061805,0.00067933,0.00073972,0.00081002,0.00087593,0.00082313,0.00076518,0.00072273,0.00067274,0.00062942,0.00058148,0.00055895,0.00052457,0.00049305,0.00046595,0.000428,0.00039296,0.00034686,0.00029248,0.00028418,0.00027221,0.00025967,0.00023355,0.00016189,0.00020211,0.00024784,0.00023755,0.0002599,0.00033965,0.00040461,0.00047085,0.0005346,0.00051484,0.00052311,0.00059203,0.00065869,0.00067311,0.00073645,0.00080874,0.00078459,0,0,0,0,0,0.005859,0,0,0.005859,0,0.050781,0,0.001953,0.012695,0.33496,0,0,0,0,0,0,0.005859,0,0,0,0.004883,0,0,0,0,0,0,0.005859,0,0,0,0.10059,0,0,0,0,0.00293,0,0,0,0,0,0,0.010742,0.010742,0.057617,0,0.000977,0,0,0.007812,0,0.020508,0,0.33594,0,0.023438,0,0
Callicarpa_Bodinieri,0.003906,0.007812,0.023438,0.066406,0.050781,0.029297,0.001953,0.003906,0.007812,0.005859,0.009766,0,0.037109,0.001953,0.007812,0,0.025391,0.019531,0.015625,0.007812,0,0,0,0,0.003906,0.044922,0,0.037109,0.029297,0.058594,0.001953,0.011719,0.015625,0,0.001953,0.021484,0.011719,0.027344,0.025391,0.011719,0.03125,0.023438,0,0.048828,0.048828,0.021484,0,0,0,0,0.019531,0.001953,0.027344,0.027344,0.003906,0,0.007812,0.023438,0.035156,0.033203,0.001953,0,0.015625,0,0.0010882,0.0010466,0.0009782,0.00091671,0.0008648,0.00080916,0.00075697,0.00070318,0.00064877,0.00059293,0.00053845,0.00048771,0.00044197,0.00040055,0.00037017,0.00035376,0.00035053,0.00035516,0.00037006,0.00039412,0.00042591,0.00046401,0.00050719,0.00055751,0.00060908,0.00066428,0.00071755,0.00077463,0.00083472,0.00089598,0.00095949,0.001027,0.0010606,0.00099674,0.00093693,0.00087516,0.00081494,0.00075838,0.00070323,0.00065227,0.00060362,0.00055876,0.00051831,0.00047862,0.00044005,0.0004129,0.00039348,0.00037714,0.00037023,0.00037896,0.00039703,0.00042335,0.00045666,0.00049766,0.00054127,0.00058884,0.00064098,0.00069359,0.00074601,0.00079708,0.00085601,0.00090044,0.00095595,0.0010236,0,0,0,0,0,0.007812,0,0,0.063477,0,0.081055,0,0.003906,0.15137,0,0.003906,0,0,0,0,0,0.054688,0.001953,0,0,0,0,0,0.15918,0.000977,0.022461,0,0,0,0,0,0,0,0,0,0,0.040039,0,0,0,0,0,0,0.10742,0.1748,0.013672,0.020508,0,0,0,0,0,0.003906,0.008789,0,0,0.000977,0.079102,0
Castanea_Sativa,0,0,0.011719,0.007812,0.013672,0,0.009766,0.015625,0.013672,0.003906,0,0.025391,0.007812,0.033203,0.029297,0.007812,0.017578,0.003906,0.017578,0.005859,0.041016,0.019531,0,0.019531,0.042969,0.003906,0.03125,0.019531,0.007812,0.011719,0.017578,0.011719,0.005859,0.001953,0.001953,0.019531,0.005859,0.041016,0.021484,0.007812,0.001953,0.019531,0.011719,0.005859,0.011719,0.011719,0.044922,0.050781,0.025391,0.060547,0.011719,0.021484,0.029297,0.007812,0.027344,0.011719,0.001953,0.003906,0.011719,0.015625,0.001953,0.033203,0.003906,0.017578,0.00041761,0.00040108,0.00043442,0.00044797,0.00047283,0.00041564,0.0003588,0.00031871,0.00028889,0.00021855,0.00018862,0.0002161,0.00026918,0.00033378,0.00038582,0.00034743,0.00039722,0.00043831,0.00038577,0.00031492,0.00024079,0.0001714,0.00014335,0.00019698,0.00027384,0.00035951,0.00042608,0.00038604,0.00036721,0.00043264,0.00049066,0.00052086,0.0004519,0.00042932,0.00035839,0.00035222,0.00039782,0.00041197,0.00033546,0.00025139,0.00018165,0.0001536,0.00021884,0.00028956,0.00036539,0.00043667,0.00043015,0.00037487,0.00035414,0.00036608,0.00029581,0.00023293,0.00018948,0.00020349,0.00027002,0.00032481,0.00037417,0.00044324,0.00050015,0.00046209,0.00040418,0.00040572,0.00044981,0.00046326,0.008789,0.001953,0.017578,0.011719,0.03418,0,0.006836,0.035156,0,0.000977,0.085938,0,0.013672,0.008789,0.005859,0.006836,0,0.00293,0.013672,0.008789,0.001953,0.010742,0.000977,0.029297,0.008789,0.041992,0.00293,0.006836,0.008789,0.006836,0.009766,0.03125,0,0.015625,0.009766,0.017578,0.001953,0.027344,0.010742,0.019531,0,0.018555,0.012695,0.001953,0.00293,0.016602,0.03418,0.001953,0.025391,0.000977,0.084961,0.025391,0.023438,0.019531,0.014648,0.019531,0.003906,0.038086,0.017578,0,0.019531,0.077148,0.00293,0.011719
Celtis_Koraiensis,0.029297,0.009766,0.029297,0.017578,0.025391,0.009766,0.003906,0,0.013672,0.009766,0.009766,0.021484,0.03125,0.017578,0.019531,0,0.013672,0.001953,0.009766,0.009766,0.019531,0.015625,0,0,0.023438,0.013672,0.007812,0.013672,0.011719,0.021484,0.015625,0.039062,0.009766,0,0.025391,0.021484,0.017578,0.058594,0.027344,0.017578,0.035156,0.003906,0.009766,0.025391,0.007812,0.013672,0.027344,0.015625,0.017578,0.015625,0.015625,0.027344,0.019531,0.027344,0.011719,0.007812,0.015625,0.003906,0.017578,0.001953,0,0.009766,0.017578,0.009766,0.00091191,0.00088865,0.00083408,0.00078734,0.00074451,0.00069403,0.00064448,0.00060505,0.00057837,0.00055589,0.00052945,0.00050149,0.00049014,0.00049955,0.00050053,0.00051461,0.00050892,0.00052158,0.00055087,0.00059291,0.00064882,0.00069093,0.00074861,0.00074777,0.00078405,0.00084654,0.00082033,0.00086231,0.00089873,0.00088706,0.00093918,0.00096349,0.00091286,0.00084855,0.00083825,0.00078826,0.00079649,0.0007341,0.00069448,0.00069854,0.00067117,0.00062456,0.00058659,0.00053719,0.00051721,0.00051412,0.00051182,0.00049653,0.00048622,0.00048388,0.00048741,0.00051063,0.00054304,0.00057823,0.00062165,0.00067147,0.0007294,0.00075197,0.00080275,0.00086177,0.00090362,0.00091233,0.00088738,0.00090606,0.001953,0.022461,0.021484,0,0.043945,0,0.003906,0.13574,0.003906,0,0.001953,0,0.000977,0.019531,0,0,0.020508,0.000977,0.000977,0.041992,0,0.003906,0.13379,0,0.000977,0.001953,0.000977,0.009766,0.048828,0.003906,0.0625,0,0,0.016602,0.00293,0,0,0.080078,0,0,0,0,0.000977,0.000977,0.060547,0.044922,0.051758,0.00293,0.004883,0.041992,0,0,0,0.005859,0.003906,0,0.058594,0,0.013672,0,0,0,0.003906,0.018555
Cercis_Siliquastrum,0.068359,0.12891,0.005859,0.001953,0.001953,0.080078,0.033203,0.003906,0,0.039062,0.054688,0,0.056641,0,0.001953,0,0.037109,0.001953,0.009766,0.005859,0.003906,0,0,0.007812,0,0.027344,0,0,0.007812,0,0.001953,0,0.058594,0.003906,0.029297,0.070312,0.003906,0,0,0,0,0.044922,0,0,0.005859,0,0.003906,0.005859,0,0.003906,0.060547,0.001953,0.023438,0,0.011719,0.001953,0.007812,0.037109,0.003906,0.021484,0.003906,0.001953,0.013672,0,0.00063328,0.00059389,0.00054779,0.00050865,0.00048193,0.00045827,0.0004477,0.00044887,0.00045557,0.00046381,0.00048833,0.00052604,0.00056412,0.00060632,0.00065473,0.00070683,0.00075816,0.00081279,0.00086954,0.00092674,0.00096321,0.00099315,0.0010673,0.0011385,0.0011006,0.0010262,0.00097401,0.00094627,0.00088585,0.00083211,0.00077391,0.00071622,0.00066687,0.0006196,0.00058056,0.0005429,0.00051129,0.00048586,0.00047032,0.0004587,0.00046239,0.00047058,0.00048982,0.00051187,0.0005451,0.00058424,0.00062754,0.00067095,0.00067081,0.00070957,0.00075868,0.00077761,0.00080433,0.00083766,0.00087155,0.00090178,0.0009375,0.00088239,0.00084995,0.00081574,0.00076304,0.00074334,0.00069341,0.00064618,0.004883,0.012695,0.005859,0.032227,0.022461,0,0.006836,0.009766,0.019531,0.017578,0.000977,0,0.000977,0.000977,0,0,0.016602,0.005859,0.008789,0.020508,0,0,0.015625,0.004883,0.020508,0,0.14746,0.000977,0.008789,0.000977,0.011719,0,0.015625,0.03418,0.003906,0,0.000977,0.014648,0.041992,0.026367,0.12402,0,0.052734,0.12988,0.045898,0.007812,0.024414,0.001953,0.003906,0.009766,0,0,0.00293,0.00293,0.004883,0,0.009766,0,0.016602,0,0,0,0,0.027344
Cornus_Chinensis,0.050781,0.095703,0.011719,0.001953,0.001953,0.11914,0.011719,0,0.007812,0.035156,0.064453,0.001953,0.10938,0.003906,0,0,0.03125,0.035156,0.003906,0.011719,0,0,0,0,0.001953,0.001953,0,0.001953,0.027344,0.005859,0,0.001953,0.029297,0,0.052734,0.023438,0.015625,0.011719,0,0.001953,0,0.021484,0.001953,0.001953,0.009766,0,0.001953,0,0,0,0.072266,0,0.003906,0,0,0,0.009766,0.033203,0.005859,0.005859,0,0,0.054688,0.003906,0.00097328,0.00091859,0.00089977,0.00086618,0.00079675,0.00073466,0.00069437,0.00063358,0.0005554,0.00052487,0.00049263,0.00043758,0.00040893,0.00043317,0.00044698,0.00046849,0.00048992,0.000438,0.00049168,0.00056219,0.0005787,0.00054263,0.0005861,0.00063299,0.00061909,0.0006006,0.00065778,0.00064049,0.00063583,0.00070557,0.00075112,0.00078653,0.00079671,0.00074502,0.0007268,0.00069688,0.00064174,0.00064755,0.00059348,0.00056251,0.00061704,0.00063415,0.00058812,0.00053513,0.00051815,0.00058436,0.00054522,0.00050847,0.00049305,0.00044465,0.0004073,0.00039029,0.00039038,0.00046621,0.00051715,0.00055176,0.00059245,0.00063563,0.00069638,0.00076944,0.00083759,0.00090727,0.00091622,0.00095294,0.010742,0.001953,0.009766,0.004883,0.017578,0,0.008789,0.012695,0.000977,0.03418,0.091797,0,0.005859,0.007812,0,0.014648,0.000977,0.001953,0.040039,0.00293,0.015625,0.026367,0.003906,0.000977,0.000977,0.046875,0.030273,0.008789,0.009766,0.010742,0.014648,0.003906,0.013672,0.016602,0.006836,0.006836,0.008789,0.036133,0.016602,0.016602,0.009766,0.007812,0.024414,0.078125,0.004883,0.023438,0.026367,0.006836,0.009766,0.004883,0.061523,0.017578,0.003906,0.02832,0.020508,0.014648,0.004883,0,0.005859,0,0,0.05957,0.007812,0.016602
Cornus_Controversa,0.068359,0.10938,0.009766,0.003906,0,0.125,0.013672,0,0.011719,0.039062,0.042969,0.001953,0.078125,0.001953,0,0,0.021484,0.011719,0,0.013672,0.005859,0.001953,0,0,0,0.011719,0.001953,0,0.017578,0.003906,0,0,0.025391,0,0.027344,0.066406,0.007812,0.005859,0,0,0,0.017578,0,0,0.011719,0.001953,0.003906,0,0,0.003906,0.095703,0,0.011719,0,0,0,0.035156,0.021484,0.011719,0.003906,0,0.001953,0.046875,0.003906,0.0010202,0.00095509,0.00088757,0.00082053,0.0007598,0.00070641,0.0006567,0.00060747,0.00056444,0.00052154,0.00048766,0.00045757,0.00039627,0.00034239,0.00032249,0.00031723,0.00030902,0.00029612,0.00027418,0.00031614,0.00036897,0.00041817,0.00047201,0.00046399,0.00049018,0.0005403,0.00059256,0.00064156,0.00067616,0.00073255,0.00075425,0.00079274,0.00081292,0.00077136,0.0007189,0.00067387,0.00064153,0.00058146,0.00053222,0.00054078,0.00048489,0.00043064,0.00038163,0.00037032,0.00038939,0.00035346,0.00033097,0.00030409,0.0002833,0.00028339,0.00033584,0.0003856,0.00042097,0.00045594,0.00050223,0.00055063,0.00061019,0.00066911,0.00072362,0.00078161,0.00084611,0.00091377,0.00097904,0.0010467,0.010742,0.009766,0.058594,0,0.045898,0.00293,0.023438,0.068359,0.004883,0,0,0.006836,0.007812,0.014648,0,0,0.005859,0.053711,0.00293,0.038086,0,0,0.083008,0,0,0,0,0.12012,0.047852,0.004883,0.03418,0,0,0.015625,0.005859,0,0,0.042969,0,0,0,0.005859,0.000977,0,0.063477,0.013672,0.036133,0.055664,0.005859,0.011719,0,0.007812,0,0.007812,0.012695,0,0.038086,0,0.009766,0,0,0.001953,0.016602,0.00293
